age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
40,Male,Widowed,High School,36597.51,3049.79,Employed,0.253,727,25881.66,Debt consolidation,12.05,36,860.26,C1,2,55218.28,17299.99,3,0,3,1
28,Male,Married,High School,30834.59,2569.55,Self-employed,0.352,735,14906.47,Debt consolidation,8.41,60,305.18,C4,2,28447.24,26168.08,1,0,2,0
62,Female,Married,Bachelor's,46347.63,3862.3,Employed,0.22,768,22561.18,Medical,12.72,36,757.14,B1,5,39311.11,36294.62,4,0,4,1
57,Male,Married,Master's,33721.33,2810.11,Employed,0.198,733,5660.72,Vacation,13.27,36,191.47,C1,8,37268.69,29003.88,1,0,1,1
29,Male,Single,Master's,22117.84,1843.15,Student,0.407,737,17156.62,Debt consolidation,10.42,36,556.99,C4,7,27019.47,2564.31,3,0,3,0
45,Female,Married,Bachelor's,42939.89,3578.32,Unemployed,0.188,637,8842.94,Medical,16.83,36,314.53,D1,4,25983.85,8282.2,4,0,4,0
45,Male,Single,High School,39219.82,3268.32,Unemployed,0.142,780,4621.38,Car,9.7,36,148.47,B2,3,42700.31,27536.53,0,0,1,1
53,Female,Single,Master's,11334.82,944.57,Employed,0.159,691,15259.24,Debt consolidation,13.77,36,519.82,C2,7,15659.47,6403.74,3,0,5,1
22,Male,Married,Bachelor's,65938.52,5494.88,Employed,0.066,669,22003.34,Debt consolidation,10.16,60,469.24,D4,3,71951.79,15794.89,2,0,2,1
39,Male,Single,High School,17198.46,1433.2,Self-employed,0.301,808,17303.64,Debt consolidation,7.81,36,540.72,A4,4,21691.22,15169.76,3,0,3,1
66,Female,Single,Master's,36367.36,3030.61,Self-employed,0.103,700,4573.68,Medical,11.57,36,150.97,C1,6,31724.97,23219.72,0,1,0,1
40,Female,Single,Other,28649.28,2387.44,Employed,0.182,731,14251.12,Other,14.05,36,487.42,C4,3,18963.23,6741.91,3,0,3,1
62,Male,Single,High School,40264.15,3355.35,Employed,0.189,643,25257.78,Debt consolidation,13.7,36,859.58,D4,8,50279.56,40796.63,3,0,3,1
61,Female,Single,High School,26721.26,2226.77,Employed,0.061,681,14866.98,Debt consolidation,13.95,60,345.54,C1,2,36085.31,31742.48,1,0,1,1
62,Female,Single,Master's,43190.02,3599.17,Employed,0.01,728,12244.9,Debt consolidation,11,60,266.23,C5,4,56598.97,25944.48,0,0,0,1
49,Female,Single,Bachelor's,79569.8,6630.82,Employed,0.15,756,34403.85,Car,11.81,36,1139.58,B1,4,102862.7,46048.52,1,0,1,1
26,Male,Divorced,Other,26912.38,2242.7,Employed,0.117,651,25004.07,Debt consolidation,15.8,60,605.4,D4,6,37958.26,10674.01,4,0,4,1
37,Female,Single,PhD,28733.18,2394.43,Employed,0.197,745,14636.38,Vacation,9.99,60,310.91,B1,5,29853.14,18912.68,2,0,2,1
45,Female,Single,High School,23855.16,1987.93,Student,0.196,627,2682.67,Medical,16.5,36,94.98,D1,4,22251.18,14069.21,0,1,1,0
58,Female,Single,Bachelor's,43912.63,3659.39,Employed,0.034,692,13579.42,Business,11.38,36,447.02,C3,3,27379.61,12788.11,2,0,3,1
24,Female,Married,Bachelor's,31057.29,2588.11,Self-employed,0.213,723,11902.11,Medical,10.72,60,257.12,C2,1,31515.29,5352.8,2,0,2,0
50,Male,Married,High School,39000.66,3250.06,Employed,0.228,676,16494.1,Debt consolidation,11.13,60,359.69,C4,3,37675.6,19701.78,2,0,3,1
40,Female,Divorced,High School,18000.62,1500.05,Self-employed,0.278,722,9077.72,Other,11.5,36,299.35,C3,8,18744.31,15563.17,0,0,0,1
23,Female,Married,Bachelor's,37595.46,3132.96,Self-employed,0.112,678,14764.36,Medical,11.64,36,487.85,C4,4,48142.94,43827.16,1,0,1,1
43,Female,Single,Bachelor's,12427.39,1035.62,Retired,0.1,686,32146.5,Debt consolidation,12.15,36,1070.03,C2,3,17594.88,3557.25,1,0,1,1
71,Female,Single,Bachelor's,49281.34,4106.78,Self-employed,0.221,742,29737.01,Business,8.31,36,936.11,B5,6,60927.01,27656.31,4,0,6,1
38,Female,Married,High School,24482.96,2040.25,Retired,0.051,709,11642.83,Debt consolidation,12.39,36,388.88,C3,4,35600.91,10803,1,0,1,1
46,Male,Married,Bachelor's,28561.37,2380.11,Employed,0.247,653,21872.32,Medical,13.2,36,739.07,D1,3,23776.53,4389.47,3,0,3,1
56,Male,Single,Bachelor's,39155.13,3262.93,Employed,0.017,774,15601.65,Debt consolidation,12.66,36,523.13,B4,9,62011.17,33220.35,1,0,2,1
28,Female,Married,PhD,19248.27,1604.02,Self-employed,0.115,607,500,Debt consolidation,14.77,36,17.28,E4,14,40840.7,36236.05,0,0,1,1
37,Female,Married,Bachelor's,19597.65,1633.14,Employed,0.049,724,10162.68,Debt consolidation,11.37,36,334.5,C3,4,19150.54,17271.2,2,0,2,1
51,Female,Married,Master's,152847.09,12737.26,Retired,0.287,695,20917.5,Car,9.44,36,669.46,C2,5,171327.21,83785.61,1,0,2,1
57,Female,Married,Bachelor's,35957.02,2996.42,Employed,0.236,709,500,Debt consolidation,12.51,36,16.73,C1,7,25064.06,17389.3,4,0,4,0
65,Male,Married,Bachelor's,63398.04,5283.17,Employed,0.113,613,28551.74,Education,13.71,36,971.81,D5,5,66984.54,51919.55,1,0,1,1
53,Female,Single,High School,24484.26,2040.35,Unemployed,0.225,593,28220.95,Home,13.87,36,962.74,E3,3,27835.12,13750.72,2,0,3,0
47,Female,Single,Master's,32643.27,2720.27,Self-employed,0.168,721,7989.33,Other,12.88,36,268.73,C4,4,27646.34,15997.55,4,0,4,1
65,Female,Single,Master's,23392.45,1949.37,Self-employed,0.054,688,4442.72,Home,14.49,36,152.9,C3,12,27305.84,13419.52,0,0,1,1
24,Female,Single,Master's,83272.24,6939.35,Employed,0.169,641,14818.36,Debt consolidation,15.42,36,516.74,D1,7,109498.11,98890.37,3,0,3,1
42,Male,Divorced,Bachelor's,42384.8,3532.07,Employed,0.196,682,500,Education,14.09,36,17.11,C1,5,36328.51,5016.52,4,0,4,1
46,Male,Single,Bachelor's,29206.34,2433.86,Employed,0.269,719,19075.88,Home,11.47,36,628.77,C3,5,22510.49,18028.43,3,0,3,0
52,Male,Married,Bachelor's,49857.53,4154.79,Employed,0.332,648,9019.77,Debt consolidation,10.24,60,192.71,D5,4,38523.58,11809.45,1,0,1,1
44,Male,Married,Other,24320.08,2026.67,Employed,0.236,558,9838.3,Car,13.87,60,228.26,F2,3,28716.6,8388.14,3,0,4,1
66,Male,Married,Bachelor's,16513.26,1376.1,Self-employed,0.067,704,10656.89,Debt consolidation,10.39,36,345.82,C4,7,29001.3,25703.58,1,0,3,1
55,Female,Married,Other,72052.17,6004.35,Employed,0.23,597,9630.05,Car,15.13,36,334.44,E2,4,94396.49,87938.24,3,0,3,0
57,Male,Married,Bachelor's,31493.48,2624.46,Employed,0.118,700,1521.56,Education,12.24,60,34.03,C3,6,34205.6,22194.54,0,0,2,1
52,Female,Single,Master's,45438.55,3786.55,Employed,0.212,638,500,Car,16.86,60,12.39,D5,6,41295.01,5761.19,2,0,2,1
27,Male,Divorced,Master's,30820.44,2568.37,Employed,0.109,724,23098.74,Debt consolidation,13.85,60,535.67,C3,5,41565.36,19992.63,2,0,3,1
53,Male,Single,Master's,46167.11,3847.26,Student,0.403,717,13011.63,Car,12.8,60,294.72,C2,8,67510.11,57493.05,3,0,5,0
51,Female,Single,Master's,11301.13,941.76,Employed,0.183,708,19752.86,Medical,9.82,60,417.94,C3,1,14682.95,12968.22,2,0,3,1
75,Male,Married,Bachelor's,22536.15,1878.01,Unemployed,0.026,716,19764.94,Vacation,10.14,60,421.31,C2,5,29306.08,14842.16,0,0,0,1
32,Female,Single,Bachelor's,12188.98,1015.75,Employed,0.244,609,9655.03,Debt consolidation,11.16,36,316.83,E4,2,15667.11,12137.53,1,0,3,0
31,Male,Single,Other,98644.17,8220.35,Self-employed,0.086,712,2715.91,Car,12.46,36,90.8,C3,7,147740.81,20823.21,1,0,2,1
44,Male,Widowed,Bachelor's,39725.29,3310.44,Employed,0.168,639,22008.52,Car,10.71,60,475.34,D3,5,48014.33,40589.5,1,0,1,1
28,Female,Married,Other,29803.36,2483.61,Employed,0.486,644,6535.49,Education,14.11,36,223.72,D2,2,19284.09,11643.27,4,0,5,1
52,Male,Married,High School,21868.89,1822.41,Employed,0.028,666,16018.64,Other,9.97,36,516.65,D2,3,14379.7,10610.39,0,0,0,1
58,Male,Single,High School,71477.27,5956.44,Self-employed,0.079,672,24471.81,Other,14.62,36,843.78,C3,4,88623.04,10355.01,0,0,1,1
42,Male,Single,Bachelor's,105322.97,8776.91,Student,0.362,663,6540.07,Debt consolidation,9.8,36,210.42,D5,5,97017.41,42822.13,7,0,8,0
54,Female,Married,Master's,44240.81,3686.73,Unemployed,0.105,769,30255.13,Debt consolidation,7.27,60,602.95,B1,7,46703.95,7839.32,0,1,2,1
39,Male,Married,High School,41876.65,3489.72,Employed,0.113,719,22130.99,Other,11.13,36,725.9,C3,6,65352.07,55450.01,1,0,1,1
72,Male,Married,Bachelor's,42787.28,3565.61,Employed,0.027,726,10372.86,Other,13.53,36,352.16,C1,6,45065.18,38189.67,1,0,2,1
40,Female,Married,Bachelor's,26600.71,2216.73,Employed,0.138,706,3025.38,Medical,10.78,36,98.73,C4,5,35652.96,13901.03,1,0,2,1
34,Female,Divorced,High School,33051.36,2754.28,Employed,0.113,652,12072.65,Home,9.63,36,387.46,D5,6,44835.74,9938.9,1,0,2,1
53,Male,Married,High School,12174.25,1014.52,Employed,0.139,778,6518.84,Car,9.41,36,208.54,B5,2,18015.79,6192.41,2,0,2,1
30,Male,Single,High School,19676.86,1639.74,Employed,0.049,845,12754.64,Vacation,9.95,60,270.68,A2,4,29723.87,18598.47,0,0,0,1
36,Male,Married,Bachelor's,45438.04,3786.5,Employed,0.137,610,13805.21,Other,12.59,36,462.43,D3,4,62761.41,39355.7,2,0,2,0
24,Female,Widowed,Bachelor's,31316.33,2609.69,Employed,0.025,782,2585.1,Medical,6.35,60,50.4,B1,1,21068.25,9004.22,0,0,1,1
47,Male,Single,High School,74542.13,6211.84,Employed,0.013,751,38646.69,Debt consolidation,9.05,36,1229.85,B3,5,81379.86,67213.91,2,0,2,1
48,Female,Married,Other,17702.11,1475.18,Employed,0.288,725,2914.46,Home,12.97,60,66.27,C5,4,29548.14,10093.87,2,0,2,1
63,Female,Married,Master's,69322.8,5776.9,Employed,0.165,684,500,Other,15.92,60,12.14,C5,3,65028.5,17261.46,4,1,5,1
36,Male,Single,Bachelor's,25499.88,2124.99,Employed,0.101,653,8027.89,Debt consolidation,12.19,36,267.37,D4,2,40248.74,17875.31,3,0,4,1
72,Female,Married,Bachelor's,25063.32,2088.61,Employed,0.345,645,10217.52,Home,11.89,36,338.83,D3,7,32799.8,21294.65,5,0,5,1
53,Male,Single,High School,25065.9,2088.83,Self-employed,0.023,685,6378.57,Medical,10.96,36,208.71,C2,4,37957.23,27523.02,2,0,2,1
68,Male,Married,Bachelor's,23248.08,1937.34,Employed,0.176,747,500,Home,10.42,60,10.73,B2,7,31378.06,18880.7,2,0,3,1
39,Male,Married,Other,52858.77,4404.9,Retired,0.158,632,14042.77,Home,15.29,60,336.22,D2,5,55208.14,33802.62,0,0,1,1
41,Male,Married,PhD,26014.39,2167.87,Employed,0.013,664,18305.23,Business,14.54,36,630.44,D2,2,15455.48,1586.84,2,0,3,1
42,Female,Single,High School,11913.77,992.81,Employed,0.187,611,25928.89,Debt consolidation,15.78,36,908.77,D4,6,12644.44,9515.24,4,0,6,1
29,Female,Single,High School,43579.78,3631.65,Employed,0.118,722,30993.16,Home,13.39,60,711.39,C3,4,37738.52,4669.62,0,0,0,1
29,Male,Married,Other,44776.87,3731.41,Employed,0.069,736,10575.92,Other,9.14,60,220.26,C1,5,58001.66,49767.99,1,0,1,1
29,Other,Single,High School,33830.28,2819.19,Employed,0.17,625,5223.76,Debt consolidation,11.6,60,115.15,D5,10,46055.54,6508.97,2,0,2,1
47,Male,Single,Bachelor's,37379.93,3114.99,Self-employed,0.193,439,17521.02,Debt consolidation,20.31,36,653.91,F2,2,43890.26,34360.97,0,0,0,1
37,Male,Single,High School,35468,2955.67,Self-employed,0.186,795,22868.16,Debt consolidation,6.56,36,701.51,B5,4,53332.79,5286.55,5,0,5,1
64,Male,Married,Master's,55055.68,4587.97,Employed,0.359,645,3771.67,Education,12.9,36,126.9,D5,6,36063.25,7270.88,2,0,3,1
65,Female,Single,High School,86552.48,7212.71,Employed,0.072,743,25651.13,Business,8.87,36,814.15,B5,4,119306.5,108187.5,2,0,2,1
28,Female,Married,Bachelor's,17993.45,1499.45,Employed,0.044,600,27529.43,Business,13.23,36,930.63,E5,3,18331.02,17206.5,5,0,5,1
36,Female,Married,High School,112514.33,9376.19,Student,0.168,664,10218.04,Car,11.46,36,336.76,D5,3,87581.78,67213.44,2,0,2,1
38,Female,Married,High School,83579.49,6964.96,Student,0.067,709,12834.59,Home,9.41,36,410.59,C4,4,53659.03,29037.97,2,0,2,1
53,Male,Divorced,Bachelor's,30572.23,2547.69,Unemployed,0.124,646,12750.56,Debt consolidation,12.84,36,428.63,D1,2,42974.62,9304.05,0,0,1,0
21,Male,Single,High School,43458.53,3621.54,Employed,0.244,778,11611.24,Medical,11.59,36,383.39,B1,3,44021.22,14366.54,5,0,6,0
32,Female,Married,High School,79574.25,6631.19,Retired,0.181,574,1867.12,Other,14.69,36,64.44,F3,7,102262.26,54366.76,4,0,5,1
26,Female,Single,High School,54367.28,4530.61,Employed,0.056,832,28568.92,Other,9.15,60,595.13,A3,4,49299.37,8884.42,1,0,1,1
61,Male,Married,High School,51511.37,4292.61,Employed,0.104,690,21941.58,Debt consolidation,13.65,36,746.19,C5,8,43220.58,4407.79,1,0,1,1
75,Female,Divorced,Other,70602.26,5883.52,Employed,0.061,560,24048.63,Debt consolidation,15.19,36,835.89,F5,6,48328.88,36129.61,4,0,4,1
25,Male,Single,Bachelor's,14694.01,1224.5,Employed,0.314,780,13677.41,Debt consolidation,9.61,36,438.83,B3,5,23970.54,5524.59,1,0,2,1
36,Male,Single,Master's,21213.73,1767.81,Employed,0.048,493,18137.9,Debt consolidation,18.56,36,660.84,F2,1,22250.74,7209.89,2,0,2,1
38,Female,Single,Bachelor's,33326.71,2777.23,Employed,0.21,640,15206.47,Vacation,12.53,36,508.93,D1,5,26210.15,3463.23,1,0,1,1
69,Female,Married,High School,68102.07,5675.17,Unemployed,0.264,605,20411.05,Other,17.44,60,512.11,E1,2,60958.16,48921.58,3,0,3,0
38,Male,Married,Bachelor's,105561.43,8796.79,Employed,0.142,687,15769.21,Debt consolidation,12.08,36,524.37,C5,6,157780.37,121088.46,1,2,1,1
21,Male,Married,High School,54664.12,4555.34,Employed,0.338,524,11838.34,Debt consolidation,17.9,36,427.39,F4,10,44988.16,34064.01,5,0,5,0
39,Female,Single,Bachelor's,26712.98,2226.08,Employed,0.078,554,31805.72,Other,12.52,60,715.89,F2,4,42205.26,30028.92,2,1,3,1
74,Female,Married,High School,34910.55,2909.21,Employed,0.046,662,533.05,Home,13.15,36,18,D4,7,34846.9,31884.76,2,0,2,1
28,Female,Married,Bachelor's,23520.18,1960.02,Employed,0.243,682,9729.06,Debt consolidation,12.28,36,324.45,C5,1,27015.5,3888.54,8,0,9,1
23,Female,Married,PhD,25948.38,2162.37,Employed,0.093,670,22845.45,Debt consolidation,14.43,60,536.68,C5,4,18876.45,1850.79,3,0,3,1
45,Male,Single,Other,23440.7,1953.39,Employed,0.198,722,4424.65,Debt consolidation,9.08,36,140.87,C3,2,25127.44,17361.35,0,0,1,0
25,Other,Single,Bachelor's,50636.52,4219.71,Retired,0.08,615,23208.6,Debt consolidation,16.91,36,826.41,D2,6,38015.62,16886.96,2,0,2,1
75,Female,Divorced,Bachelor's,46907.39,3908.95,Retired,0.259,648,18456.47,Business,12.22,60,412.61,D3,5,48170.62,5809.83,4,0,5,1
60,Male,Single,High School,68675.24,5722.94,Employed,0.318,698,9185.78,Debt consolidation,12.08,36,305.45,C5,5,74855.69,21014.65,3,0,4,1
39,Male,Married,Master's,41807.42,3483.95,Employed,0.055,699,15000.22,Business,13.26,60,343.3,C4,5,33050.68,20059.64,1,0,3,1
38,Male,Married,Other,28773.16,2397.76,Employed,0.374,646,25993.83,Home,8.6,36,821.77,D4,7,22608.19,12836.92,4,0,5,1
70,Male,Single,Bachelor's,48939.26,4078.27,Employed,0.06,701,11729.23,Debt consolidation,13.2,36,396.33,C5,5,52510.82,15927.85,1,0,2,1
73,Female,Single,Master's,75075.94,6256.33,Employed,0.102,679,18468.99,Debt consolidation,14.63,60,435.8,C4,5,95614.34,77429.46,2,0,3,1
51,Female,Married,Master's,53018.76,4418.23,Employed,0.349,686,7485.35,Debt consolidation,12.23,36,249.44,C3,4,63031.57,26606.93,2,0,2,1
53,Female,Single,Master's,81523,6793.58,Employed,0.076,775,2415.08,Debt consolidation,12.22,36,80.47,B2,9,76493.37,59718.47,1,0,3,1
67,Male,Single,Master's,42678.9,3556.58,Employed,0.166,604,15702.61,Education,14.91,36,543.64,E4,8,35584.56,25010.19,1,0,1,0
38,Female,Married,High School,15447.27,1287.27,Employed,0.289,713,14238.25,Education,13.61,36,483.94,C3,5,27499.24,6258.42,2,0,3,1
59,Male,Widowed,Master's,60532,5044.33,Self-employed,0.148,765,17832.22,Debt consolidation,10.99,36,583.72,B1,10,89548.55,65709.42,0,0,0,1
36,Male,Married,High School,58977.73,4914.81,Employed,0.309,696,14669.77,Medical,13.99,36,501.31,C1,1,60035.19,4580.05,5,0,5,1
36,Female,Married,Master's,100983.36,8415.28,Employed,0.206,687,14136.66,Car,11.74,60,312.61,C1,8,110010.1,84616.72,1,0,1,1
67,Male,Divorced,High School,22762.5,1896.88,Employed,0.079,662,18261.29,Car,13.16,36,616.7,D5,3,29359.02,14409,0,0,0,1
58,Female,Married,PhD,41949.97,3495.83,Employed,0.148,749,30837.41,Business,12.28,36,1028.37,B5,8,33747.31,2337.96,2,1,2,1
61,Female,Widowed,Master's,40757.48,3396.46,Self-employed,0.115,722,10111.68,Debt consolidation,8.39,60,206.92,C1,7,49304.66,9695.86,1,0,2,1
27,Female,Married,Bachelor's,31657.93,2638.16,Employed,0.26,750,20458.13,Debt consolidation,11.8,36,677.55,B2,6,31432.5,3972.41,2,0,2,1
34,Male,Married,High School,15474.69,1289.56,Employed,0.115,805,25476.77,Debt consolidation,9.81,36,819.79,A3,2,9849.35,7032.93,0,0,0,1
63,Female,Married,Master's,29557.27,2463.11,Employed,0.331,668,19353.78,Medical,13.25,60,442.84,D4,1,17179.77,13976.42,2,0,4,1
73,Other,Divorced,Master's,31358.41,2613.2,Unemployed,0.057,631,6169.38,Education,12.28,36,205.74,D4,5,36390.12,14180.51,3,0,3,0
68,Female,Married,Bachelor's,28222.27,2351.86,Employed,0.122,659,4857.89,Other,8.97,36,154.41,D5,7,26002.69,5649.94,5,0,5,1
45,Female,Married,Other,46364.15,3863.68,Student,0.048,753,10871.99,Debt consolidation,10.83,36,355.06,B5,2,65587.16,46534.25,1,0,1,1
52,Female,Single,High School,93839.79,7819.98,Self-employed,0.098,783,11050.35,Debt consolidation,11.27,36,363.19,B4,9,66328.75,37247.87,3,0,4,1
58,Male,Divorced,Master's,56900.79,4741.73,Unemployed,0.267,649,9004.23,Debt consolidation,12.24,36,300.1,D1,6,81620.21,30383.37,3,0,5,0
42,Female,Single,Bachelor's,22147.98,1845.66,Self-employed,0.282,712,12259.12,Debt consolidation,12.66,60,276.8,C5,6,26828.13,7402.57,3,0,3,1
36,Female,Single,High School,67060.72,5588.39,Employed,0.375,550,11246.1,Debt consolidation,12.94,60,255.54,F5,3,42178.99,14223.58,4,0,4,1
72,Female,Married,Bachelor's,71755.36,5979.61,Unemployed,0.338,705,10178.32,Debt consolidation,10.28,36,329.77,C3,5,52312.7,4257.63,6,0,8,0
49,Female,Single,Master's,51885.51,4323.79,Employed,0.155,819,1231.23,Car,10.35,36,39.93,A4,6,80322.66,60917.08,3,0,3,1
36,Male,Single,High School,97049.49,8087.46,Employed,0.121,686,23630.33,Home,12.54,36,790.97,C4,4,146141.03,112589.15,2,0,2,1
32,Male,Single,Master's,32987.99,2749,Employed,0.042,706,4413.4,Debt consolidation,12.3,36,147.22,C3,4,50128.28,19575.83,4,0,4,1
37,Female,Single,High School,134956.62,11246.38,Employed,0.125,625,11262.18,Education,13,60,256.25,D4,6,147824.29,86940.39,0,0,1,1
57,Male,Single,Bachelor's,43023.9,3585.32,Employed,0.095,808,4310.88,Debt consolidation,7.04,36,133.19,A3,2,30395.53,28822.53,1,0,1,1
47,Male,Married,Master's,9106.15,758.85,Employed,0.104,637,13898.44,Education,14.43,36,477.92,D2,6,14365.71,10078.68,2,0,2,1
45,Male,Married,High School,138200.66,11516.72,Employed,0.285,697,15463.59,Home,11.2,36,507.72,C2,7,168750.01,131313.45,4,0,5,0
33,Male,Single,Bachelor's,18172.37,1514.36,Employed,0.177,676,20331.43,Car,7.2,36,629.64,C2,2,22204.36,1683.6,0,0,0,1
28,Female,Married,Bachelor's,34244.41,2853.7,Unemployed,0.036,604,16690.07,Medical,13.14,36,563.48,E1,0,49446.36,42567.72,1,0,1,0
25,Female,Married,Bachelor's,28051.68,2337.64,Employed,0.284,615,2718.66,Home,15.4,60,65.25,D4,3,26520.83,20083.53,5,0,6,1
32,Male,Single,Bachelor's,30786.73,2565.56,Self-employed,0.072,724,19076.64,Car,8.67,36,603.71,C5,3,22557.82,7259.86,0,0,1,1
61,Male,Married,High School,36234.82,3019.57,Unemployed,0.323,693,20131.4,Debt consolidation,9.75,36,647.22,C5,3,22454.69,6944.13,4,0,5,0
23,Male,Single,High School,64932.15,5411.01,Employed,0.426,689,19887.51,Debt consolidation,12.97,36,669.8,C1,6,90579.28,43317.56,0,0,0,1
55,Male,Married,Master's,47849.6,3987.47,Employed,0.247,724,16479.85,Debt consolidation,12.73,36,553.13,C1,7,46526.4,38469.37,1,0,1,1
53,Male,Single,High School,36161.71,3013.48,Employed,0.174,702,9346.77,Other,13.77,36,318.41,C2,2,47710.53,8806.38,3,0,3,1
42,Female,Widowed,High School,27717.38,2309.78,Employed,0.067,705,27372.05,Medical,11.82,36,906.79,C2,4,19936.78,7399.95,0,0,1,1
70,Male,Single,High School,32710.22,2725.85,Employed,0.108,678,27206.33,Debt consolidation,10.23,36,880.81,C4,7,32787.73,28128.92,1,0,5,1
64,Female,Married,High School,71251.03,5937.59,Retired,0.34,665,11938.2,Business,10.86,60,258.73,D1,8,104986.1,84354.22,1,0,1,1
29,Female,Single,High School,42576.35,3548.03,Employed,0.121,765,19969.53,Debt consolidation,14.07,60,465.38,B5,9,72218.46,27340.3,0,0,1,1
61,Female,Married,High School,23504.6,1958.72,Employed,0.498,657,11012.14,Car,14.05,36,376.64,D1,3,28441.21,1460.8,1,0,1,1
38,Male,Single,High School,51334.5,4277.88,Employed,0.2,793,11027.91,Car,13.16,36,372.42,B3,3,49107.28,6857.33,1,0,2,1
70,Female,Single,High School,102885.46,8573.79,Self-employed,0.455,632,17644.02,Home,12.77,36,592.54,D1,6,129319.3,114360.61,4,0,5,1
49,Male,Single,High School,22201.03,1850.09,Employed,0.202,656,13675.04,Business,10.45,36,444.15,D4,3,17691.85,3060.45,2,0,2,1
59,Female,Single,High School,12161.43,1013.45,Employed,0.272,705,500,Education,12.09,60,11.14,C5,6,14919.51,10868.04,0,0,0,1
47,Male,Married,Bachelor's,37323.99,3110.33,Employed,0.07,617,16613.78,Other,12.09,36,552.53,D2,6,45691.16,13806.97,4,0,4,1
56,Female,Single,Master's,52186.48,4348.87,Employed,0.133,678,13270.03,Debt consolidation,13.99,60,308.7,C3,8,69232.69,50535.8,0,0,0,1
65,Male,Married,Bachelor's,93147.8,7762.32,Employed,0.036,661,33950.63,Debt consolidation,18.34,36,1233.2,D3,6,140004.7,96426.57,5,0,5,0
37,Female,Married,Bachelor's,22794.06,1899.5,Self-employed,0.133,601,22128.82,Debt consolidation,13.94,36,755.67,E5,8,30350.27,24064.5,2,0,2,1
54,Female,Single,Bachelor's,32028.44,2669.04,Employed,0.075,609,15005.55,Other,14.71,60,354.7,E1,8,26223.18,16548.58,3,0,4,0
66,Female,Single,Bachelor's,28174.86,2347.91,Employed,0.161,718,15530.74,Medical,9.65,36,498.59,C3,4,33471.94,24740.49,0,0,0,1
23,Female,Married,PhD,55785.61,4648.8,Employed,0.11,646,28672.48,Home,10.9,36,937.34,D2,6,83243.89,72936.89,2,0,2,1
25,Male,Married,Bachelor's,18921.54,1576.8,Employed,0.331,700,14452.08,Debt consolidation,11.43,60,317.33,C4,3,24309.43,11038.87,1,0,2,1
